prefecture_core,prefecture_chr,year,total_population,total_populationMale,total_populationFemale,total_foreigners,total_foreignersMale,total_foreignersFemale,number_foreigners,number_in-migrants,number_in-migrantsMale,number_in-migrantsFemale,number_out-migrants,number_out-migrantsMale,number_out-migrantsFemale
36000,Tokushima-ken,2014,763000,363000,400000,NA,NA,NA,4992,9775,5520,4255,11365,6186,5179
36000,Tokushima-ken,2013,769000,366000,403000,NA,NA,NA,5002,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2012,775000,368000,406000,NA,NA,NA,4981,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2011,780000,370000,410000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2010,785491,372710,412781,4076,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2009,790000,375000,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2008,795000,377000,417000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2007,800000,380000,420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2006,806000,382000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2005,809950,384635,425315,4206,1194,3012,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2004,814000,387000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2003,818000,388000,429000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2002,820000,390000,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2001,822000,391000,431000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,2000,824108,391718,432390,2737,904,1833,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1999,827000,393000,434000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1998,829000,394000,435000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1997,830000,394000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1996,831000,395000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1995,832427,395636,436791,1422,621,801,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1994,830000,395000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1993,831000,395000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1992,830000,395000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1991,831000,395000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1990,831598,395906,435692,843,387,456,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1989,833000,397000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1988,834000,398000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1987,835000,399000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1986,835000,399000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1985,834889,399689,435200,567,314,253,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1984,834000,400000,434000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1983,831000,399000,433000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1982,830000,398000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1981,827000,397000,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1980,825261,395994,429267,545,312,233,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1979,822000,395000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1978,818000,392000,425000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1977,813000,390000,423000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1976,809000,388000,422000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,Tokushima-ken,1975,805166,384812,420354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2023,926000,448000,478000,NA,NA,NA,17312,16283,9305,6978,19067,10792,8275
37000,Kagawa-ken,2022,934000,451000,483000,NA,NA,NA,15078,16889,9477,7412,19531,10923,8608
37000,Kagawa-ken,2021,942000,455000,487000,NA,NA,NA,13043,16733,9548,7185,18592,10406,8186
37000,Kagawa-ken,2020,950244,459197,491047,10854,NA,NA,14174,16548,9565,6983,18093,10251,7842
37000,Kagawa-ken,2019,958000,463000,494000,NA,NA,NA,14266,17792,10078,7714,19469,10797,8672
37000,Kagawa-ken,2018,963000,466000,498000,NA,NA,NA,12597,17863,10170,7693,19539,10969,8570
37000,Kagawa-ken,2017,968000,468000,500000,NA,NA,NA,11636,18200,10603,7597,19477,11134,8343
37000,Kagawa-ken,2016,973000,471000,502000,NA,NA,NA,10723,17828,10297,7531,19169,10879,8290
37000,Kagawa-ken,2015,976263,472308,503955,6928,NA,NA,9785,18847,10985,7862,19417,11032,8385
37000,Kagawa-ken,2014,980000,474000,507000,NA,NA,NA,8946,18008,10294,7714,19150,10688,8462
37000,Kagawa-ken,2013,985000,475000,510000,NA,NA,NA,8510,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2012,989000,477000,512000,NA,NA,NA,8277,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2011,992000,478000,513000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2010,995842,479951,515891,6858,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2009,999000,481000,518000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2008,1003000,483000,520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2007,1006000,484000,522000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2006,1009000,485000,524000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2005,1012400,486108,526292,6008,2596,3412,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2004,1016000,488000,528000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2003,1018000,489000,529000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2002,1020000,490000,530000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2001,1022000,491000,531000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,2000,1022890,491761,531129,4914,2098,2816,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1999,1025000,493000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1998,1025000,493000,533000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1997,1026000,493000,533000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1996,1027000,493000,533000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1995,1027006,493482,533524,3063,1334,1729,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1994,1026000,493000,533000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1993,1025000,492000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1992,1024000,492000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1991,1023000,491000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1990,1023412,491621,531791,1839,901,938,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1989,1023000,492000,531000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1988,1025000,493000,532000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1987,1024000,493000,531000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1986,1024000,493000,531000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1985,1022569,492696,529873,1292,657,635,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1984,1018000,490000,528000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1983,1014000,488000,526000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1982,1010000,486000,523000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1981,1005000,484000,521000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1980,999864,481104,518760,1124,588,536,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1979,993000,478000,516000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1978,986000,474000,512000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1977,979000,471000,508000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1976,970000,466000,504000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37000,Kagawa-ken,1975,961292,461370,499922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2023,1291000,613000,678000,NA,NA,NA,16384,17727,10296,7431,22506,12479,10027
38000,Ehime-ken,2022,1306000,620000,686000,NA,NA,NA,13742,18520,10685,7835,22452,12371,10081
38000,Ehime-ken,2021,1321000,627000,694000,NA,NA,NA,11900,18562,10813,7749,21412,11946,9466
38000,Ehime-ken,2020,1334841,633062,701779,11159,NA,NA,13481,17798,10470,7328,20952,11607,9345
38000,Ehime-ken,2019,1346000,638000,708000,NA,NA,NA,13540,18093,10458,7635,22398,12362,10036
38000,Ehime-ken,2018,1357000,642000,715000,NA,NA,NA,12038,18112,10581,7531,22329,12232,10097
38000,Ehime-ken,2017,1368000,647000,721000,NA,NA,NA,11745,18113,10389,7724,21376,11689,9687
38000,Ehime-ken,2016,1377000,651000,726000,NA,NA,NA,11020,18010,10386,7624,21733,12094,9639
38000,Ehime-ken,2015,1385262,654380,730882,8096,NA,NA,10279,18608,10723,7885,22431,12368,10063
38000,Ehime-ken,2014,1396000,659000,737000,NA,NA,NA,9290,18290,10426,7864,21573,11841,9732
38000,Ehime-ken,2013,1406000,663000,743000,NA,NA,NA,8834,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2012,1415000,666000,749000,NA,NA,NA,8905,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2011,1424000,670000,753000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2010,1431493,673326,758167,7828,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2009,1438000,676000,762000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2008,1445000,680000,765000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2007,1453000,684000,769000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2006,1460000,688000,773000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2005,1467815,691677,776138,6773,2613,4160,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2004,1475000,695000,779000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2003,1481000,698000,783000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2002,1485000,700000,785000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2001,1490000,703000,787000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,2000,1493092,704289,788803,4540,1751,2789,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1999,1496000,706000,790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1998,1501000,709000,792000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1997,1503000,710000,793000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1996,1505000,712000,793000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1995,1506700,712518,794182,3243,1543,1700,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1994,1508000,713000,795000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1993,1508000,713000,795000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1992,1511000,714000,796000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1991,1513000,716000,797000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1990,1515025,716940,798085,2349,1062,1287,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1989,1519000,720000,799000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1988,1522000,722000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1987,1525000,724000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1986,1528000,726000,801000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1985,1529983,728506,801477,2217,1112,1105,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1984,1526000,727000,799000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1983,1522000,725000,796000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1982,1517000,723000,794000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1981,1512000,721000,791000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1980,1506637,718517,788120,2094,1108,986,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1979,1500000,716000,785000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1978,1493000,712000,781000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1977,1486000,709000,778000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1976,1476000,704000,772000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38000,Ehime-ken,1975,1465215,697794,767421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2023,666000,316000,351000,NA,NA,NA,6129,9204,5346,3858,11039,5896,5143
39000,Kochi-ken,2022,676000,320000,356000,NA,NA,NA,5341,9481,5483,3998,10879,5909,4970
39000,Kochi-ken,2021,684000,323000,361000,NA,NA,NA,4500,9302,5352,3950,10830,5877,4953
39000,Kochi-ken,2020,691527,326531,364996,4220,NA,NA,4832,8857,5134,3723,10754,5810,4944
39000,Kochi-ken,2019,699000,330000,369000,NA,NA,NA,4967,9109,5187,3922,11567,6215,5352
39000,Kochi-ken,2018,707000,333000,374000,NA,NA,NA,4580,9214,5206,4008,11521,6173,5348
39000,Kochi-ken,2017,714000,337000,378000,NA,NA,NA,4332,9383,5361,4022,11478,6208,5270
39000,Kochi-ken,2016,721000,339000,382000,NA,NA,NA,3997,9234,5259,3975,11540,6329,5211
39000,Kochi-ken,2015,728276,342672,385604,3236,NA,NA,3728,9466,5470,3996,11804,6408,5396
39000,Kochi-ken,2014,736000,346000,390000,NA,NA,NA,3565,9204,5212,3992,11495,6178,5317
39000,Kochi-ken,2013,743000,349000,394000,NA,NA,NA,3428,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2012,751000,352000,398000,NA,NA,NA,3380,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2011,758000,356000,402000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2010,764456,359134,405322,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2009,769000,361000,408000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2008,775000,364000,412000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2007,783000,367000,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2006,790000,371000,419000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2005,796292,374435,421857,2927,1234,1693,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2004,802000,378000,424000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2003,806000,380000,426000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2002,810000,382000,428000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2001,812000,383000,429000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,2000,813949,383859,430090,2429,1077,1352,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1999,815000,384000,431000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1998,816000,384000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1997,816000,384000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1996,816000,384000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1995,816704,384446,432258,1706,836,870,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1994,817000,384000,432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1993,817000,385000,433000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1992,819000,385000,433000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1991,822000,387000,435000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1990,825034,389063,435971,1176,596,580,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1989,830000,392000,438000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1988,833000,394000,439000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1987,836000,396000,440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1986,838000,397000,441000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1985,839784,398408,441376,1048,559,489,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1984,839000,398000,440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1983,838000,398000,439000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1982,836000,398000,438000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1981,833000,397000,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1980,831275,396418,434857,936,517,419,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1979,829000,395000,434000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1978,824000,392000,431000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1977,819000,390000,429000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1976,814000,387000,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,Kochi-ken,1975,808397,383538,424859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2023,5103000,2418000,2685000,NA,NA,NA,99695,105094,58511,46583,100707,56081,44626
40000,Fukuoka-ken,2022,5116000,2423000,2693000,NA,NA,NA,89518,106149,58277,47872,101280,56518,44762
40000,Fukuoka-ken,2021,5124000,2425000,2698000,NA,NA,NA,76234,102269,56597,45672,96477,54143,42334
40000,Fukuoka-ken,2020,5135214,2430951,2704263,66699,NA,NA,81072,102420,56923,45497,95638,53750,41888
40000,Fukuoka-ken,2019,5134000,2431000,2703000,NA,NA,NA,83468,105868,58499,47369,102943,57422,45521
40000,Fukuoka-ken,2018,5131000,2428000,2703000,NA,NA,NA,77044,104561,57797,46764,101672,56730,44942
40000,Fukuoka-ken,2017,5123000,2423000,2700000,NA,NA,NA,72039,103835,57286,46549,101077,56186,44891
40000,Fukuoka-ken,2016,5113000,2417000,2696000,NA,NA,NA,64998,101873,55861,46012,99324,55172,44152
40000,Fukuoka-ken,2015,5101556,2410418,2691138,47097,NA,NA,60417,103181,56813,46368,102168,57004,45164
40000,Fukuoka-ken,2014,5099000,2409000,2691000,NA,NA,NA,57696,99336,54602,44734,97806,54413,43393
40000,Fukuoka-ken,2013,5096000,2406000,2690000,NA,NA,NA,56437,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2012,5089000,2402000,2687000,NA,NA,NA,53356,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2011,5081000,2399000,2683000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2010,5071968,2393965,2678003,40317,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2009,5064000,2391000,2672000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2008,5062000,2393000,2670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2007,5061000,2395000,2666000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2006,5057000,2396000,2661000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2005,5049908,2394094,2655814,38449,18389,20060,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2004,5050000,2397000,2653000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2003,5045000,2396000,2648000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2002,5039000,2395000,2644000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2001,5030000,2394000,2637000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,2000,5015699,2388824,2626875,30702,14281,16421,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1999,5002000,2384000,2618000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1998,4990000,2379000,2611000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1997,4971000,2372000,2599000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1996,4952000,2365000,2587000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1995,4933393,2357525,2575868,29763,14519,15244,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1994,4909000,2346000,2563000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1993,4885000,2336000,2549000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1992,4859000,2324000,2535000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1991,4834000,2313000,2521000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1990,4811050,2303487,2507563,26635,13204,13431,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1989,4793000,2297000,2496000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1988,4773000,2290000,2483000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1987,4756000,2283000,2473000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1986,4741000,2279000,2462000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1985,4719259,2270496,2448763,25718,13041,12677,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1984,4697000,2263000,2434000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1983,4667000,2251000,2416000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1982,4632000,2235000,2396000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1981,4594000,2219000,2375000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1980,4553461,2200450,2353011,25556,13243,12313,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1979,4506000,2177000,2328000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1978,4460000,2155000,2305000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1977,4411000,2131000,2280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1976,4353000,2101000,2252000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000,Fukuoka-ken,1975,4292963,2070190,2222773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2023,795000,377000,417000,NA,NA,NA,9764,16261,8849,7412,17437,9437,8000
41000,Saga-ken,2022,801000,380000,421000,NA,NA,NA,7919,16615,9006,7609,17516,9266,8250
41000,Saga-ken,2021,806000,382000,424000,NA,NA,NA,6507,16009,8758,7251,17292,9255,8037
41000,Saga-ken,2020,811442,384451,426991,5940,NA,NA,7116,15515,8471,7044,17230,9221,8009
41000,Saga-ken,2019,817000,387000,430000,NA,NA,NA,7367,16479,8868,7611,18233,9798,8435
41000,Saga-ken,2018,821000,388000,432000,NA,NA,NA,6452,16649,9044,7605,18121,9571,8550
41000,Saga-ken,2017,825000,390000,435000,NA,NA,NA,5755,16145,8763,7382,18227,9635,8592
41000,Saga-ken,2016,829000,391000,437000,NA,NA,NA,5203,15548,8340,7208,17694,9479,8215
41000,Saga-ken,2015,832832,393073,439759,3878,NA,NA,4605,15900,8673,7227,18622,10012,8610
41000,Saga-ken,2014,837000,395000,442000,NA,NA,NA,4401,15487,8500,6987,17825,9643,8182
41000,Saga-ken,2013,841000,397000,445000,NA,NA,NA,4387,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2012,845000,398000,447000,NA,NA,NA,4360,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2011,847000,399000,448000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2010,849788,400136,449652,3594,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2009,853000,401000,451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2008,856000,403000,453000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2007,860000,405000,455000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,Saga-ken,2006,863000,406000,456000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
