prefecture_core,prefecture_chr,year,total_population,total_populationMale,total_populationFemale,total_foreigners,total_foreignersMale,total_foreignersFemale,number_foreigners,number_in-migrants,number_in-migrantsMale,number_in-migrantsFemale,number_out-migrants,number_out-migrantsMale,number_out-migrantsFemale
11000,Saitama-ken,1983,5700000,2880000,2821000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1982,5615000,2837000,2778000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1981,5520000,2789000,2731000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1980,5420480,2739175,2681305,11379,5954,5425,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1979,5318000,2687000,2631000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1978,5208000,2631000,2577000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1977,5091000,2573000,2518000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1976,4964000,2509000,2455000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,Saitama-ken,1975,4821340,2437128,2384212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2023,6257000,3099000,3158000,NA,NA,NA,204091,161274,88515,72759,156489,88903,67586
12000,Chiba-ken,2022,6266000,3104000,3162000,NA,NA,NA,182189,163761,90012,73749,155193,87455,67738
12000,Chiba-ken,2021,6275000,3111000,3164000,NA,NA,NA,165356,160128,88337,71791,143513,80195,63318
12000,Chiba-ken,2020,6284480,3117987,3166493,142177,NA,NA,169833,159632,88149,71483,145359,81791,63568
12000,Chiba-ken,2019,6283000,3120000,3162000,NA,NA,NA,167512,165140,90793,74347,155602,88282,67320
12000,Chiba-ken,2018,6273000,3117000,3156000,NA,NA,NA,156058,163749,90091,73658,151860,85960,65900
12000,Chiba-ken,2017,6258000,3111000,3147000,NA,NA,NA,146318,161408,89766,71642,148697,84216,64481
12000,Chiba-ken,2016,6242000,3104000,3138000,NA,NA,NA,133071,157050,86975,70075,143887,82012,61875
12000,Chiba-ken,2015,6222666,3095860,3126806,90178,NA,NA,122479,155892,86856,69036,147853,84342,63511
12000,Chiba-ken,2014,6209000,3089000,3119000,NA,NA,NA,113811,147636,82160,65476,140877,79026,61851
12000,Chiba-ken,2013,6201000,3085000,3116000,NA,NA,NA,108848,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2012,6200000,3087000,3113000,NA,NA,NA,105523,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2011,6217000,3097000,3120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2010,6216289,3098139,3118150,78927,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2009,6180000,3083000,3097000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2008,6153000,3071000,3082000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2007,6119000,3056000,3063000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2006,6084000,3041000,3043000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2005,6056462,3029486,3026976,73116,32445,40671,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2004,6047000,3027000,3020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2003,6030000,3021000,3009000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2002,5998000,3008000,2990000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2001,5970000,2997000,2973000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,2000,5926285,2976984,2949301,57585,25036,32549,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1999,5893000,2964000,2930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1998,5867000,2951000,2915000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1997,5839000,2940000,2899000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1996,5817000,2932000,2886000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1995,5797782,2923839,2873943,48236,23008,25228,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1994,5767000,2910000,2857000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1993,5731000,2894000,2836000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1992,5679000,2868000,2812000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1991,5617000,2835000,2783000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1990,5555429,2802774,2752655,27568,13541,14027,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1989,5487000,2766000,2720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1988,5403000,2722000,2681000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1987,5307000,2670000,2636000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1986,5219000,2625000,2594000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1985,5148163,2588365,2559798,15020,7397,7623,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1984,5079000,2554000,2525000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1983,5005000,2517000,2488000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1982,4923000,2476000,2447000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1981,4834000,2432000,2402000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1980,4735424,2383157,2352267,11819,6025,5794,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1979,4626000,2329000,2297000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1978,4508000,2271000,2237000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1977,4382000,2209000,2173000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1976,4267000,2153000,2114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,Chiba-ken,1975,4149147,2095295,2053852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2023,14086000,6914000,7172000,NA,NA,NA,663362,454133,240345,213788,385848,209080,176768
13000,Tokyo-to,2022,14038000,6889000,7149000,NA,NA,NA,596148,439787,231925,207862,401764,217261,184503
13000,Tokyo-to,2021,14010000,6875000,7135000,NA,NA,NA,531131,420167,222220,197947,414734,223564,191170
13000,Tokyo-to,2020,14047594,6898388,7149206,483372,NA,NA,560180,432930,229055,203875,401805,219423,182382
13000,Tokyo-to,2019,14007000,6889000,7118000,NA,NA,NA,593458,466849,244709,222140,383867,209369,174498
13000,Tokyo-to,2018,13887000,6835000,7053000,NA,NA,NA,567789,460628,240946,219682,380784,208923,171861
13000,Tokyo-to,2017,13768000,6782000,6985000,NA,NA,NA,537502,453900,238114,215786,380776,208754,172022
13000,Tokyo-to,2016,13646000,6728000,6918000,NA,NA,NA,500874,445306,236148,209158,370982,203640,167342
13000,Tokyo-to,2015,13515271,6666690,6848581,378564,NA,NA,462732,456635,242767,213868,372404,204801,167603
13000,Tokyo-to,2014,13399000,6612000,6788000,NA,NA,NA,430658,431670,229397,202273,355643,194786,160857
13000,Tokyo-to,2013,13307000,6569000,6738000,NA,NA,NA,407067,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2012,13234000,6538000,6697000,NA,NA,NA,393585,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2011,13198000,6524000,6674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2010,13159388,6512110,6647278,318829,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2009,13048000,6471000,6577000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2008,12973000,6444000,6529000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2007,12848000,6388000,6461000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2006,12704000,6322000,6382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2005,12576601,6264895,6311706,248363,119562,128801,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2004,12482000,6218000,6265000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2003,12388000,6173000,6216000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2002,12271000,6116000,6155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2001,12165000,6066000,6098000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,2000,12064101,6028562,6035539,212975,102603,110372,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1999,11983000,5996000,5988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1998,11939000,5982000,5957000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1997,11881000,5958000,5923000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1996,11808000,5915000,5893000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1995,11773605,5892704,5880901,191915,96166,95749,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1994,11796000,5912000,5884000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1993,11849000,5948000,5901000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1992,11887000,5976000,5910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1991,11894000,5988000,5905000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1990,11855563,5969773,5885790,159073,81084,77989,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1989,11863000,5979000,5885000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1988,11873000,5986000,5887000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1987,11887000,5987000,5900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1986,11888000,5986000,5902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1985,11829363,5955029,5874334,113420,58647,54773,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1984,11759000,5922000,5837000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1983,11700000,5893000,5807000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1982,11650000,5868000,5783000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1981,11626000,5857000,5769000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1980,11618281,5856280,5762001,90267,47611,42656,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1979,11637000,5867000,5769000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1978,11659000,5883000,5776000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1977,11669000,5894000,5775000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1976,11674000,5904000,5770000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,Tokyo-to,1975,11673554,5913373,5760181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2023,9229000,4578000,4651000,NA,NA,NA,267523,236543,129816,106727,207937,115429,92508
14000,Kanagawa-ken,2022,9232000,4579000,4653000,NA,NA,NA,245790,237839,130107,107732,210275,116984,93291
14000,Kanagawa-ken,2021,9236000,4584000,4652000,NA,NA,NA,227511,236157,128627,107530,204313,114338,89975
14000,Kanagawa-ken,2020,9237337,4588268,4649069,195535,NA,NA,232321,232772,127988,104784,203198,113693,89505
14000,Kanagawa-ken,2019,9224000,4589000,4635000,NA,NA,NA,235233,237890,130428,107462,208281,115739,92542
14000,Kanagawa-ken,2018,9197000,4579000,4618000,NA,NA,NA,218946,232777,127522,105255,209294,116389,92905
14000,Kanagawa-ken,2017,9173000,4571000,4602000,NA,NA,NA,204487,226152,124014,102138,208638,116777,91861
14000,Kanagawa-ken,2016,9152000,4566000,4585000,NA,NA,NA,191741,221192,122225,98967,205099,115632,89467
14000,Kanagawa-ken,2015,9126214,4558978,4567236,144500,NA,NA,180069,225815,124716,101099,208539,118106,90433
14000,Kanagawa-ken,2014,9103000,4551000,4552000,NA,NA,NA,171258,216043,118966,97077,201156,113326,87830
14000,Kanagawa-ken,2013,9084000,4546000,4538000,NA,NA,NA,165573,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2012,9070000,4544000,4526000,NA,NA,NA,162142,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2011,9060000,4544000,4516000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2010,9048331,4544545,4503786,125686,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2009,9006000,4533000,4473000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2008,8965000,4519000,4446000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2007,8912000,4497000,4415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2006,8846000,4467000,4379000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2005,8791597,4444555,4347042,115412,55815,59597,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2004,8753000,4426000,4326000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2003,8702000,4405000,4296000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2002,8636000,4375000,4261000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2001,8575000,4349000,4226000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,2000,8489974,4308786,4181188,99251,49068,50183,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1999,8432000,4285000,4147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1998,8383000,4264000,4119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1997,8319000,4235000,4084000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1996,8279000,4220000,4059000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1995,8245900,4209525,4036375,86400,44726,41674,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1994,8207000,4196000,4011000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1993,8166000,4183000,3983000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1992,8116000,4164000,3952000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1991,8050000,4133000,3917000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1990,7980391,4098147,3882244,61556,33337,28219,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1989,7891000,4051000,3840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1988,7794000,3998000,3796000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1987,7684000,3939000,3745000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1986,7553000,3869000,3684000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1985,7431974,3804081,3627893,40034,20715,19319,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1984,7328000,3750000,3578000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1983,7227000,3696000,3531000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1982,7127000,3644000,3483000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1981,7022000,3588000,3435000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1980,6924348,3536021,3388327,35006,18309,16697,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1979,6832000,3490000,3342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1978,6728000,3439000,3289000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1977,6616000,3385000,3230000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1976,6510000,3337000,3173000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14000,Kanagawa-ken,1975,6397748,3287118,3110630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2023,2126000,1034000,1092000,NA,NA,NA,21558,22504,12986,9518,28354,15727,12627
15000,Niigata-ken,2022,2153000,1046000,1107000,NA,NA,NA,19107,22796,13240,9556,28626,15764,12862
15000,Niigata-ken,2021,2177000,1057000,1120000,NA,NA,NA,16936,22369,13159,9210,28143,15683,12460
15000,Niigata-ken,2020,2201272,1068670,1132602,15028,NA,NA,17756,22186,13153,9033,27957,15644,12313
15000,Niigata-ken,2019,2224000,1079000,1145000,NA,NA,NA,18861,22556,13198,9358,29781,16358,13423
15000,Niigata-ken,2018,2246000,1090000,1157000,NA,NA,NA,17285,22600,13376,9224,29501,16227,13274
15000,Niigata-ken,2017,2267000,1099000,1168000,NA,NA,NA,15859,22839,13356,9483,29031,16074,12957
15000,Niigata-ken,2016,2286000,1107000,1179000,NA,NA,NA,14731,22515,13138,9377,28708,15751,12957
15000,Niigata-ken,2015,2304264,1115413,1188851,11567,NA,NA,14064,23008,13424,9584,29495,16299,13196
15000,Niigata-ken,2014,2320000,1123000,1198000,NA,NA,NA,13475,22738,13011,9727,28181,15511,12670
15000,Niigata-ken,2013,2336000,1130000,1206000,NA,NA,NA,13256,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2012,2350000,1137000,1214000,NA,NA,NA,13134,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2011,2364000,1143000,1221000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2010,2374450,1148236,1226214,11914,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2009,2385000,1153000,1232000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2008,2396000,1159000,1237000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2007,2408000,1165000,1243000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2006,2420000,1171000,1249000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2005,2431459,1176919,1254540,10861,4192,6669,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2004,2445000,1184000,1261000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2003,2455000,1189000,1265000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2002,2462000,1194000,1268000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2001,2471000,1199000,1272000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,2000,2475733,1202004,1273729,9349,3873,5476,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1999,2482000,1205000,1276000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1998,2488000,1209000,1279000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1997,2490000,1210000,1280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1996,2490000,1211000,1279000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1995,2488364,1209833,1278531,7457,3569,3888,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1994,2484000,1207000,1277000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1993,2479000,1204000,1275000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1992,2476000,1202000,1275000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1991,2475000,1201000,1274000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1990,2474583,1200376,1274207,4228,1882,2346,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1989,2476000,1202000,1275000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1988,2476000,1202000,1274000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1987,2477000,1203000,1274000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1986,2478000,1204000,1274000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1985,2478470,1205071,1273399,3082,1553,1529,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1984,2474000,1204000,1271000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1983,2469000,1202000,1267000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1982,2465000,1200000,1265000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1981,2459000,1197000,1261000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1980,2451357,1193653,1257704,2905,1509,1396,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1979,2439000,1187000,1252000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1978,2428000,1181000,1247000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1977,2417000,1175000,1242000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1976,2406000,1169000,1237000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15000,Niigata-ken,1975,2391938,1160869,1231069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2023,1007000,490000,516000,NA,NA,NA,22460,13854,8283,5571,15716,9030,6686
16000,Toyama-ken,2022,1017000,495000,522000,NA,NA,NA,20175,14109,8467,5642,15384,8770,6614
16000,Toyama-ken,2021,1025000,498000,527000,NA,NA,NA,18237,12987,7733,5254,14842,8388,6454
16000,Toyama-ken,2020,1034814,502637,532177,16326,NA,NA,19356,12686,7526,5160,14581,8122,6459
16000,Toyama-ken,2019,1043000,506000,537000,NA,NA,NA,19850,13595,7948,5647,15921,9002,6919
16000,Toyama-ken,2018,1050000,510000,541000,NA,NA,NA,18556,13354,7936,5418,14939,8478,6461
16000,Toyama-ken,2017,1056000,512000,545000,NA,NA,NA,16948,13738,8196,5542,14464,8035,6429
16000,Toyama-ken,2016,1061000,513000,548000,NA,NA,NA,15052,13100,7791,5309,14207,7763,6444
16000,Toyama-ken,2015,1066328,515147,551181,10768,NA,NA,13972,13402,7861,5541,14439,8024,6415
16000,Toyama-ken,2014,1072000,517000,554000,NA,NA,NA,13345,12592,7293,5299,13790,7694,6096
16000,Toyama-ken,2013,1077000,520000,558000,NA,NA,NA,13361,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2012,1083000,523000,561000,NA,NA,NA,13646,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2011,1088000,525000,564000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2010,1093247,526605,566642,11002,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2009,1098000,529000,569000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2008,1103000,532000,571000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2007,1107000,534000,573000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2006,1110000,535000,575000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2005,1111729,535617,576112,10587,4705,5882,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2004,1115000,537000,578000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2003,1116000,538000,578000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2002,1118000,539000,579000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2001,1120000,540000,580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,2000,1120851,540212,580639,7061,3173,3888,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1999,1122000,540000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1998,1124000,541000,582000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1997,1124000,542000,583000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1996,1125000,542000,583000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1995,1123125,540921,582204,5412,2637,2775,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1994,1121000,540000,582000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1993,1121000,540000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1992,1120000,539000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1991,1121000,539000,582000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1990,1120161,538640,581521,2608,1173,1435,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1989,1121000,539000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1988,1120000,539000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1987,1120000,539000,581000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1986,1119000,539000,580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1985,1118369,538955,579414,2015,956,1059,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1984,1116000,538000,578000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1983,1113000,537000,576000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16000,Toyama-ken,1982,1110000,535000,574000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
